2
3
7
6
12
30
45
87
125
209
269
256
288
279
325
297
262
201
203
158
123
107
107
104
110
112
113
121
124
104
76
46
45
33
43
37
43
57
85
100
151
206
213
223
326
329
382
340
314
248
227
202
168
154
132
114
76
68
38
23
26
17
9
3
2
1
1
1
1
2
