Name,type,ratings,latitude,longitude,place_id
Campos De Violeta Artículos de Limpieza,home_goods_store,0,-31.442816,-60.9334269,ChIJEV7pzKETtZUR9zaN-r7GE3w
Asociación Suiza Guillermo Tell,,0,-31.4441391,-60.930721,ChIJg2qCECITtZURbfZp_84qt4M
La Nueva Brujula,,0,-31.4432567,-60.9298408,ChIJA2I2dhUTtZURflooy3CMuok
Escuela Normal,,0,-31.4440683,-60.9299432,ChIJkeERkBUTtZUR5pspOYsrEBQ
Sanitarios Esperanza,,0,-31.4425032,-60.9297921,ChIJX3f5bhUTtZUR6y8X3l_umqQ
Venta De Electrodomésticos En Esperanza,,0,-31.4428652,-60.9290835,ChIJLaaDCxUTtZURc2S5LDRarho
Comercializadora Esperanza Sa,,4,-31.45576,-60.9277587,ChIJBQOdAz0TtZURJ82tc1QzMo8
Asociacion Bomberos Voluntarios Esperanza Sede Laprida,fire_station,0,-31.443577,-60.9293519,ChIJVWDWnkYTtZURAr4Pv6JCutg
Gnosis Esperanza,,7,-31.4446477,-60.9279813,ChIJhRf6zBUTtZURAYAR4zU7FA4
Kalido Sueño,furniture_store+home_goods_store,5,-31.4431237,-60.9276001,ChIJKeWHUxQTtZURWKEHazYe1YA
Geriátricos En Esperanza,,0,-31.4451812,-60.927113,ChIJpZt2KBQTtZURDf4vgyqAzQc
San Jose Obrero,,93,-31.4571548,-60.9262671,ChIJBcphkx4TtZURjGvzF-dZlBw
Mi Piace Marroquinería,,145,-31.4456066,-60.9254665,ChIJDfb30xcTtZUR0r55HhEaH3M
Seguros Generales Agencia,,0,-31.4519704,-60.9250852,ChIJN6_VhxkTtZUR5OPfXV5AfzI
Claudia Schneider,pharmacy,2,-31.4502085,-60.9246308,ChIJBy1NAz0TtZUR-0z6rxJ313Q
Farmacia TKACZYK,pharmacy,0,-31.4513813,-60.9231721,ChIJTW13mLMTtZURUL3nd1chkG8
Heladeria Mambo,,0,-31.4505191,-60.9232602,ChIJAdB-bBoTtZURgEanraFWhwU
Simonah,,0,-31.450811,-60.9220964,ChIJK7FqXxoTtZURHc8hcoHS0OQ
Lavadero Gato Negro,,0,-31.455348,-60.9220784,ChIJ_ddoYhwTtZURQCVomchqNEA
DNRPA Automotor,,0,-31.4517879,-60.9213359,ChIJOTN9LXYTtZURen2hr51tM0k
Paseo de los Artesanos de Esperanza,shopping_mall,3,-31.4477919,-60.9216774,ChIJBaPJVhATtZURW0zXskxFKVw
Centro Ciclista Esperanza,,1,-31.4465445,-60.9209083,ChIJcTKHSxATtZURuiauykj4Eg8
Club Ciclista Esperancino,,19,-31.4466173,-60.9209889,ChIJF25rTBATtZUR2-pMr1Gv_6E
Rossi Esperanza,,19,-31.4444811,-60.9219324,ChIJ5QthghETtZURXt8pgE--gUk
Centro De Belleza & Estetica Venus,,0,-31.4551958,-60.9195513,ChIJN4znyRwTtZURMD0XphTQlAY
Marmoleria Nievas Fn,,0,-31.4522795,-60.9194442,ChIJw-EhNBsTtZURZBWrM-j9bc0
Polleria la granja,,1,-31.4561419,-60.9187283,ChIJm7UppB0TtZURbYv2INvFv8Q
Plegados Esperanza S A,,5,-31.4386682,-60.9470827,ChIJf6eDvk4TtZURdFPxyvytVGg
Club Atlético Defensores del Oeste,,87,-31.4493043,-60.9455296,ChIJ0WdR3zsTtZURqRcvJqwdk_c
Metalurgica Marzola S.a.,,0,-31.4389331,-60.9452085,ChIJAxrsKU8TtZURPqXTnLf2faM
Recer,,0,-31.441365,-60.946091,ChIJg-M9bpoTtZURxFEi7v4mxoA
Luvi Piscinas Esperanza,,0,-31.439373,-60.943051,ChIJ94zB5EMTtZURRSYmvuTRP1w
Floreria mis tesoros,florist,0,-31.4641991,-60.9371079,ChIJT4ZSsNgStZURL44TteYtM2w
Cáritas Barrio Sur Inmaculado Corazón de María,,0,-31.4598863,-60.9357781,ChIJxQRWmHgTtZUR50ZsTGGibwg
Acumuladores "Ranallo",,1,-31.456522,-60.9328233,ChIJ0fZuyyUTtZURWC4q3cLHUxU
Marketing mipyme,,0,-31.4380869,-60.9335219,ChIJNUYJ1AMTtZURkNoUylbsQpw
Despensa el "10",grocery_or_supermarket,0,-31.4390039,-60.9296929,ChIJRfXT354TtZURkeZAh0dVyfg
Hielo Perossa,,0,-31.4420654,-60.9282793,ChIJOVWVGxUTtZUR4j4p4hsUkVo
Hielo Santer,,0,-31.4420654,-60.9282793,ChIJOVWVGxUTtZURDtX8WnRdtdo
Agencia TENEFE,,0,-31.4396624,-60.9285171,ChIJAWOg0IETtZURe9H-jMc86BM
decor muebles,home_goods_store,11,-31.4626756,-60.9258728,ChIJJ3NomuEStZURReVm_pMxKOY
W B Servicios Metalurgicos,,1,-31.4627437,-60.9251057,ChIJL9MzCSYTtZUR2OgIyr45XVQ
W B Servicios Metalurgicos,,2,-31.4626776,-60.9250853,ChIJBQOdAz0TtZURUq5ruN8VElo
Carniceria Las Carretas,,1,-31.435615,-60.925459,ChIJr9SPJEsTtZURhyUMlopwRbM
despensa&verduleria,grocery_or_supermarket,0,-31.4270202,-60.9245976,ChIJETjI6GMTtZURMN4i3AsgjU0
Shaddai Plantas Vivero,,2,-31.4267857,-60.9246275,ChIJ2zasT7QTtZURpy2PREk0zSw
Carnicería de Paso,,3,-31.4229247,-60.922303,ChIJobw1pGMTtZURCc9I7UGtZ-0
Shell,car_repair,6,-31.4469594,-60.9136289,ChIJ_5lm_3QTtZURGYG6LmJ_85M
Talabarteria Bessone,,2,-31.4461971,-60.9140585,ChIJj7w8Rg8TtZUREnYr5bzxruk
Rio Salado SRL,,4,-31.4419399,-60.9145721,ChIJnwKkZEETtZURRmiobMEUjFQ
Okey Esperanza Mayorista de accesorios para celulares,,36,-31.453729,-60.9099807,ChIJlZ_w-wATtZUR6ee5GnVLm6Y
Los naranjos,,1,-31.4476088,-60.909959,ChIJS8Ja90gTtZUR1rVAlh1TJ7o
Esperanza Distribuciones Srl,,0,-31.4473834,-60.9098061,ChIJWwFUyAcTtZURWk2_oEVfkEE
Zoe Restaldi depilación,beauty_salon,0,-31.4452293,-60.9091897,ChIJzzr95qsTtZURg1noVhE4X6U
Centro Integrador Comunitario,,1,-31.4518321,-60.9085867,ChIJvapgOFATtZURbq96IxKTRyg
