-31.43789448961846,-60.950386865665656
-31.435794489618463,-60.950386865665656
-31.433694489618464,-60.950386865665656
-31.43894448961846,-60.94828686566566
-31.436844489618462,-60.94828686566566
-31.434744489618463,-60.94828686566566
-31.45679448961845,-60.94618686566566
-31.452594489618452,-60.94618686566566
-31.450494489618453,-60.94618686566566
-31.448394489618455,-60.94618686566566
-31.43999448961846,-60.94618686566566
-31.43789448961846,-60.94618686566566
-31.435794489618463,-60.94618686566566
-31.45784448961845,-60.94408686566566
-31.45574448961845,-60.94408686566566
-31.45364448961845,-60.94408686566566
-31.451544489618453,-60.94408686566566
-31.449444489618454,-60.94408686566566
-31.447344489618455,-60.94408686566566
-31.445244489618457,-60.94408686566566
-31.443144489618458,-60.94408686566566
-31.44104448961846,-60.94408686566566
-31.43894448961846,-60.94408686566566
-31.436844489618462,-60.94408686566566
-31.434744489618463,-60.94408686566566
-31.467294489618443,-60.94198686566566
-31.465194489618444,-60.94198686566566
-31.463094489618445,-60.94198686566566
-31.460994489618447,-60.94198686566566
-31.458894489618448,-60.94198686566566
-31.45679448961845,-60.94198686566566
-31.45469448961845,-60.94198686566566
-31.450494489618453,-60.94198686566566
-31.448394489618455,-60.94198686566566
-31.446294489618456,-60.94198686566566
-31.444194489618457,-60.94198686566566
-31.44209448961846,-60.94198686566566
-31.43999448961846,-60.94198686566566
-31.43789448961846,-60.94198686566566
-31.435794489618463,-60.94198686566566
-31.468344489618442,-60.93988686566566
-31.466244489618443,-60.93988686566566
-31.464144489618445,-60.93988686566566
-31.462044489618446,-60.93988686566566
-31.459944489618447,-60.93988686566566
-31.45784448961845,-60.93988686566566
-31.45574448961845,-60.93988686566566
-31.443144489618458,-60.93988686566566
-31.44104448961846,-60.93988686566566
-31.43894448961846,-60.93988686566566
-31.436844489618462,-60.93988686566566
-31.46939448961844,-60.937786865665664
-31.467294489618443,-60.937786865665664
-31.465194489618444,-60.937786865665664
-31.463094489618445,-60.937786865665664
-31.460994489618447,-60.937786865665664
-31.458894489618448,-60.937786865665664
-31.45679448961845,-60.937786865665664
-31.43999448961846,-60.937786865665664
-31.43789448961846,-60.937786865665664
-31.47044448961844,-60.935686865665666
-31.468344489618442,-60.935686865665666
-31.466244489618443,-60.935686865665666
-31.464144489618445,-60.935686865665666
-31.462044489618446,-60.935686865665666
-31.459944489618447,-60.935686865665666
-31.45784448961845,-60.935686865665666
-31.44104448961846,-60.935686865665666
-31.43894448961846,-60.935686865665666
-31.436844489618462,-60.935686865665666
-31.467294489618443,-60.93358686566567
-31.465194489618444,-60.93358686566567
-31.463094489618445,-60.93358686566567
-31.460994489618447,-60.93358686566567
-31.458894489618448,-60.93358686566567
-31.45679448961845,-60.93358686566567
-31.43999448961846,-60.93358686566567
-31.43789448961846,-60.93358686566567
-31.435794489618463,-60.93358686566567
-31.433694489618464,-60.93358686566567
-31.466244489618443,-60.93148686566567
-31.464144489618445,-60.93148686566567
-31.462044489618446,-60.93148686566567
-31.459944489618447,-60.93148686566567
-31.45784448961845,-60.93148686566567
-31.44104448961846,-60.93148686566567
-31.43894448961846,-60.93148686566567
-31.436844489618462,-60.93148686566567
-31.434744489618463,-60.93148686566567
-31.432644489618465,-60.93148686566567
-31.430544489618466,-60.93148686566567
-31.467294489618443,-60.92938686566567
-31.465194489618444,-60.92938686566567
-31.463094489618445,-60.92938686566567
-31.460994489618447,-60.92938686566567
-31.458894489618448,-60.92938686566567
-31.44209448961846,-60.92938686566567
-31.43999448961846,-60.92938686566567
-31.43789448961846,-60.92938686566567
-31.435794489618463,-60.92938686566567
-31.433694489618464,-60.92938686566567
-31.431594489618465,-60.92938686566567
-31.468344489618442,-60.92728686566567
-31.466244489618443,-60.92728686566567
-31.464144489618445,-60.92728686566567
-31.462044489618446,-60.92728686566567
-31.459944489618447,-60.92728686566567
-31.45784448961845,-60.92728686566567
-31.443144489618458,-60.92728686566567
-31.44104448961846,-60.92728686566567
-31.43894448961846,-60.92728686566567
-31.436844489618462,-60.92728686566567
-31.434744489618463,-60.92728686566567
-31.432644489618465,-60.92728686566567
-31.467294489618443,-60.92518686566567
-31.465194489618444,-60.92518686566567
-31.463094489618445,-60.92518686566567
-31.460994489618447,-60.92518686566567
-31.458894489618448,-60.92518686566567
-31.44209448961846,-60.92518686566567
-31.43999448961846,-60.92518686566567
-31.43789448961846,-60.92518686566567
-31.435794489618463,-60.92518686566567
-31.433694489618464,-60.92518686566567
-31.431594489618465,-60.92518686566567
-31.429494489618467,-60.92518686566567
-31.427394489618468,-60.92518686566567
-31.468344489618442,-60.923086865665674
-31.466244489618443,-60.923086865665674
