Name,type,ratings,latitude,longitude,place_id
"El Defe F5",,15,-31.4502521,-60.9443978,ChIJsQ16xTATtZURsBcFXx-MfiQ
FM 105.7,,25,-31.4404884,-60.9426513,ChIJ69urqUATtZUR8fzZviaUyPM
El Indio,,71,-31.4390592,-60.9435322,ChIJTSOKtEgTtZURzmEEGkYaEP8
CANTONI SA,,18,-31.4591139,-60.9412794,ChIJ3cFKBT0TtZURZdjn74NTTsw
Lp Techos Y Zinguería,,19,-31.4552708,-60.9420945,ChIJ---_XiUTtZURtkHR226WX24
CARNAVE,,142,-31.4461837,-60.9417037,ChIJvzBpLTgTtZURPWjqx61vjoc
PARABRISAS HOMINAL,,7,-31.4458288,-60.9420279,ChIJc8FouCITtZURJeJMAOlB7Jo
metalurgica leiva,,5,-31.4450397,-60.9417927,ChIJN_HolEMTtZURnd48ihcy6D0
Carnave,,106,-31.4384707,-60.9405708,ChIJJU0h4UcTtZURF7sLnboPD_s
Tractodiesel,,30,-31.4690695,-60.9385532,ChIJ93r02NsStZUR0xVebSUyF34
Reparación y venta de celulares L&B Servicio Técnico en Esperanza,,11,-31.4609556,-60.9389144,ChIJ2RuO-yYTtZURhROC0LRg7OQ
Gabriel Fernandez,,6,-31.4611435,-60.9402962,ChIJiXRGTiYTtZURsM3R7AYC7Tg
Escuela Fiscal Nº1352 Dr. René Favaloro,,9,-31.4673241,-60.9380685,ChIJjezsFdkStZURWx_OvLlFj-E
Todo Escapes,,37,-31.4668451,-60.9369158,ChIJXadiMdkStZURKH7jomq_l8A
transporte serranito,,5,-31.4649805,-60.9373442,ChIJS1E6xtgStZURb8D4JkSpW08
Fibro Arte,,8,-31.4644384,-60.9371828,ChIJm4rMsNgStZURMsmQWQd9VSs
Heladeria yampi,,39,-31.4625241,-60.9365362,ChIJz3PMsiATtZURcIjVBNfa5AU
Club Mitre,,186,-31.4610902,-60.9369157,ChIJX0OsLicTtZURF-6cD_iPZEQ
Esperanza Servicios Sapem,,28,-31.45545,-60.937819,ChIJX6FdV_0RtZUR0NfvKu6LS6I
SEGUROS CHERVAT,,5,-31.4675109,-60.9350716,ChIJORcEmN4StZUR0-NIu9KNaBs
La Juana Sala Cultutal Independiente,,116,-31.4617665,-60.9363612,ChIJuaoDSyITtZURuG3WFYNRDWo
Club Atlético Bartolome Mitre,,57,-31.460375,-60.9360259,ChIJpccAKSETtZURj2BbjGMKdMg
Iglesia VDF Esperanza,,5,-31.4578245,-60.9345449,ChIJoeZjnSETtZURfcHQrPEWKWc
Cooperativa de Trabajo MAYCO,,5,-31.4580567,-60.9353572,ChIJly_Jzg4TtZURTyY7ta4aDgA
Ferreteria Sur,,6,-31.4568558,-60.9348849,ChIJGflqc-ITtZUR8t6H2Gn0mxE
Iglesia Cristiana Evangélica Misionera,,7,-31.4660375,-60.9335812,ChIJU8qWWN4StZURWbJxrpT1A5c
SOIC,,91,-31.4616784,-60.9336295,ChIJ40h0YiATtZURclkV4pDuPsM
Escuela Nº315 Aaron Castellanos,,14,-31.4595644,-60.9336219,ChIJ0fDjqSETtZURJW4E5WZT-U4
FYB Sistemas S.A.,,10,-31.4580905,-60.9335848,ChIJ8ctuliETtZURKD2SNY_BvFo
Estacion Esperanza Santa Fe,,5,-31.4567129,-60.9331828,ChIJ_UOkR6UTtZURf7nBSUvEmmA
Gustavo Machado Marketing,,78,-31.4380742,-60.9335745,ChIJt-LB1AcTtZURZ9JUOnC2d-Y
Préstamos,,5,-31.4384803,-60.9340026,ChIJIRr3EhATtZUR6Maj1fvpNcM
Metalurgica Sarmiento SRL,,34,-31.4617601,-60.930754,ChIJbeQdH-AStZURlSEzIFgf3Vc
Tres Crean,,14,-31.462511,-60.9301,ChIJIz80DuAStZURkHzu52gi2Q8
Semapi Argentina SA - Suc. Litoral,,8,-31.4394777,-60.9315304,ChIJeXMfO0ATtZUR6-KI19uxxnM
Cancha de Asociacion Deportiva Juventud,,25,-31.4379315,-60.9317534,ChIJs1x4roUTtZURHa0O7CNQ2N0
Cancha de Futbol,,143,-31.4378734,-60.9316374,ChIJNZV3xUETtZURkXUEdfYKibE
Seccion Perros,,17,-31.435627,-60.9318393,ChIJ39f4c0ITtZURbfsOb2qF-Ck
Distribuidora Oggier S.R.L.,,13,-31.4618129,-60.9281311,ChIJ-7AZuOEStZURz9uZw8wNXV4
Carnes Las Heras,,36,-31.4602568,-60.9279814,ChIJnYiMzB8TtZURTe0QKVx4WiI
Acermel S.r.l.,,8,-31.4588901,-60.9302838,ChIJ0zY-eR8TtZURATqvceJIOXw
Hilados Esperanza Sa,,18,-31.4415114,-60.929297,ChIJBQOdAz0TtZURU8hbj5ohAMI
La Liga Esperancina de Fútbol,,32,-31.4423457,-60.9278371,ChIJX6FdV_0RtZUR9LiaxoD4bLw
AIRE SERRANO,,30,-31.4415884,-60.9299265,ChIJDxHQRBUTtZURGRXUDMcr8_4
A.D. Juventud,,31,-31.4403863,-60.9297843,ChIJwUcoQL4TtZURflu8DfhjLpo
Mates Palo Cruz,,21,-31.43983,-60.9300764,ChIJYxydWcQTtZURtIkHBBsxJs8
Remises San Martin,,8,-31.4404309,-60.92885,ChIJXwa8zGoTtZUR_R6R5aUiUpI
Sindicato Obrero de la Industria del Cuero,,8,-31.4389705,-60.9283714,ChIJLwYL52oTtZURGYvPAn4xxT8
Crosstraining,,36,-31.435453,-60.929794,ChIJ63kMWTwTtZUR8aTlcBp8sCg
San Crispin Esperanza,,16,-31.4421399,-60.9272462,ChIJ0XXn-hQTtZUR8Xw1pXRA1aA
IO24,,26,-31.4420356,-60.9272308,ChIJN1ejbxcTtZUR83i1S8VZBSI
Carnave,,60,-31.4429705,-60.927595,ChIJoX6zVhQTtZURkQPXChnfZWY
El Siriri Caza y Pesca,,31,-31.4432805,-60.9268992,ChIJBy1NAz0TtZURF5gziYjgG1M
Taller mecánico CHS Mecanica,,20,-31.4404348,-60.9267037,ChIJezspyRQTtZURijoJQ-qLHVA
Escuela Nº316 Guillermo Lehmann,,16,-31.4378353,-60.9275448,ChIJy3hBAWsTtZURKqFez3F6360
Grido Helado,,94,-31.4388539,-60.9272413,ChIJzVp6ImsTtZURPFZymqJqL6w
HELADOS LILITO,,15,-31.4390527,-60.9274889,ChIJw0h7IWsTtZURN0e8OeeZifA
Ferretería "A la Antigua",,11,-31.4395489,-60.9276523,ChIJHQ_ws3YTtZURk6rBKk0N7rg
Moto Norte,,7,-31.4371497,-60.9265029,ChIJBQOdAz0TtZURPYqN6O46964
CARPINTERIA RURAL,,9,-31.4356688,-60.9273624,ChIJK4VdzmsTtZUR1arepC7ZdtE
Transporte Williner,,24,-31.4341403,-60.927682,ChIJQ75RdmkTtZUR5TjixWlItHE
Metalurgica Mazzoni,,5,-31.4629337,-60.9244573,ChIJSck30-MStZURV61IokQ0OnU
Si Quiero Deco Eventos,,13,-31.4401859,-60.9257455,ChIJm9qhJWoTtZURUQO9kocHiTk
Sportivo del Norte FBC,,32,-31.4368929,-60.9240335,ChIJZU77iGwTtZUR90WEiJk0ROY
Hernan E. Masajista Profesional,,5,-31.4319677,-60.9257521,ChIJ7UaVwjMTtZURZKwQSRMgLN4
Agencia TENEFE,,36,-31.4274094,-60.9237287,ChIJb7_BwWUTtZURRAkEXiuEBtc
Burguener Alicia Beatriz,,6,-31.4272629,-60.9236809,ChIJ3cFKBT0TtZURyNRHzDSQQnU
Bladek SRL,,10,-31.4631345,-60.9229614,ChIJca2nAyATtZURCW0DmpvXQvg
PG Metalúrgica,,6,-31.4633929,-60.9220993,ChIJUzTroOMStZUR9RKxXpFtOFk
